LECROYWS3054,13845,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,30-Nov-2016 17:01:28,0                 
Time,Ampl
-2.4932245e-005,0.275
-2.4931745e-005,0.281667
-2.4931245e-005,0.275
-2.4930745e-005,0.275
-2.4930245e-005,0.268333
-2.4929745e-005,0.241667
-2.4929245e-005,0.248333
-2.4928745e-005,0.255
-2.4928245e-005,0.248333
-2.4927745e-005,0.248333
-2.4927245e-005,0.248333
-2.4926745e-005,0.268333
-2.4926245e-005,0.268333
-2.4925745e-005,0.268333
-2.4925245e-005,0.281667
-2.4924745e-005,0.295
-2.4924245e-005,0.295
-2.4923745e-005,0.295
-2.4923245e-005,0.288333
-2.4922745e-005,0.295
-2.4922245e-005,0.281667
-2.4921745e-005,0.281667
-2.4921245e-005,0.275
-2.4920745e-005,0.275
-2.4920245e-005,0.275
-2.4919745e-005,0.255
-2.4919245e-005,0.241667
-2.4918745e-005,0.255
-2.4918245e-005,0.248333
-2.4917745e-005,0.241667
-2.4917245e-005,0.255
-2.4916745e-005,0.261667
-2.4916245e-005,0.268333
-2.4915745e-005,0.268333
-2.4915245e-005,0.281667
